Description;demarche en ligne;compte ou espace personnel;telephone;e-mail;accueil;courrier;reseaux sociaux;Description_2;Description_3;clusters
etablissement inefficace  depuis que j entreprend des  demarches pour avoir des explications sur une multitude de trop percu  avec mon avocat  silence radio il ne prenne meme plus la peine de me payer   ni de consulter mes documents et les traiter  juste me demander des montagnes de papier que j ai envoye en plusieurs exemplaires  heureusement que je suis autonome  pour le travail pole emploi ne devrait arreter d engager des personnes inefficace surtout pour  de ce qui est de l indemnisation qui est cette comptable incompetent aucun rendez vous possible toutes les portes me sont bloquee ou alors il faut avoir une chance unique comme au loto un veritable dialogue de sourds meme une note negative serait encor trop bien noter;1;0;0;0;0;;;['etabl', 'inefficac', 'entreprend', 'demarch', 'multitud', 'avocat', 'silenc', 'radio', 'pren', 'pai', 'docu', 'montagn', 'exemplair', 'autonom', 'engag', 'inefficac', 'indemnis', 'comptabl', 'incompetent', 'bloque', 'uniqu', 'loto', 'dialogu', 'sourd', 'encor'];etabl inefficac entreprend demarch multitud avocat silenc radio pren pai docu montagn exemplair autonom engag inefficac indemnis comptabl incompetent bloque uniqu loto dialogu sourd encor;-1
vous me devez carrement une etoile parce que la c est    une etoile    si vous ne cherchez pas du travail et que vous voulez mourrir de faim allez la bas parce que non seulement vos ateliers sont inefficaces pour trouver du travail parce que c est clairement pas grace a ca que je trouve du travail de plus pendant les ateliers les intervenants se contente de donner des liens inutiles  de plus radier les gens c est leur passe temps comme si nous n avions pas cotise bref qu il garde mon chomage il deviendront peut etre riche un jour  et de tout cur je ne vous le souhaite pas ce que je vous souhaite c est de passer de l autre cote du guichet  vous verrez ce que ca fait d etre traiter comme nous le sommes  ;0;0;0;0;0;;;['carr', 'cherch', 'mourr', 'faim', 'inefficac', 'interven', 'content', 'lien', 'radi', 'gard', 'chomag', 'deviendront', 'rich', 'cur', 'guichet', 'verr'];carr cherch mourr faim inefficac interven content lien radi gard chomag deviendront rich cur guichet verr;-1
bnj ils savent juste te radiee et quand tu pars de pour reclamer ils vont tu recevoir avec un son froid bizzar  et apres ils cherche les excuses pour leur erreurs  il faut pas choisir les gens pour leur donner un poste de travail chacun son tour arreter avec les zigzags;0;0;0;0;0;;;['bnj', 'savent', 'radie', 'par', 'reclam', 'froid', 'bizzar', 'tour', 'zigzag'];bnj savent radie par reclam froid bizzar tour zigzag;-1
en tous les cas c est pas la pour trouver du travail;0;0;0;0;0;;;[];;0
1 etoiles car 0 c est pas possible  ce sont des menteurs qui font tout pour ne pas vous donner votre chomage durement gagne en cette periode de crise sanitaire  l epoque de l anpe et son bon fonctionnement est tres tres tres loin ;0;0;0;0;0;;;['menteur', 'chomag', 'cris', 'sanitair', 'epoqu', 'anpe'];menteur chomag cris sanitair epoqu anpe;-1
conseillere au top toujours a l ecoute et conseillere indemnisations pareil  franchement un super pole emploi    jamais decue  je suis venu pour m assurer de la bonne mise a jour de mon dossier  la conseillere au guichet a verifie l integralite des donnees me concernant tres rapidement  tres professionnelle  reactive et souriante   je n hesiterai pas a solliciter a nouveau si besoin;0;0;0;0;1;;;['top', 'indemnis', 'pareil', 'venu', 'assur', 'dossi', 'guichet', 'verif', 'integralit', 'reactiv', 'souri', 'hesit'];top indemnis pareil venu assur dossi guichet verif integralit reactiv souri hesit;0
bon accueil general  possibilite d utiliser les services informatiques;0;0;0;0;1;;;[];;0
accueil tres sympa  ma conseillere egalement  bon apres ca reste pole emploi  ils sont fort pour trouver des emplois qui ne nous correspondent absolument pas;0;0;0;0;1;;;['correspondent'];correspondent;-1
a peine inscrite deja radiee impossible de pointer par internet est ce possible de recevoir un formulaire papier pour l actualisation;1;0;0;0;0;;;['inscrit', 'radie', 'point', 'internet', 'formulair'];inscrit radie point internet formulair;0
belle note pour une agence super  porteur de projet professionnel  ma conseillere est tres impliquee dans la reussite de celui ci   beaucoup de stages prevu et beaucoup de bienveillance de sa part   je ne suis jamais aller sur place car je suis nouveau sur tournon mais l accompagnement au telephone est constant qui redonne des forces et le sourire face aux soucis administratifs ou plutot casse tete qu il apporte  merci a elle;0;0;1;0;0;;;['porteur', 'implique', 'reussit', 'prevu', 'tournon', 'const', 'redon', 'sourir', 'fac', 'souc', 'administr', 'cass', 'tet', 'apport'];porteur implique reussit prevu tournon const redon sourir fac souc administr cass tet apport;-1
tu voulais m aider  je pleurais  j avais besoin d un travail et d une chambre pour dormir  mon ami est un mauvais alcoolique  j avais peur  mais pourquoi ne m as tu pas emmene moi ou la police pour m aider au centre de solidarite   j etais la avec beaucoup de bagages stresse pendant des heures et personne n a ouvert la porte   un homme arabe m a donne une crepe  a appele la police  ils m ont emmene dans un refuge  mais a l exterieur  il n y avait pas de places  peut etre seulement 1 nuit   la police est partie  elle m a grossierement dit de partir   avec 2 valises a pied  faim  soif  j allais m evanouir   il faisait froid  les voitures se sont arretees  ils ont demande si j allais bien  par orgueil j ai dit  oui    j etais extremement epuise  j allais mourir   si tout le monde en france est si cruel et mauvais  c est dommage  ;0;0;0;0;0;;;['pleur', 'chambr', 'dorm', 'ami', 'mauv', 'alcool', 'peur', 'emmen', 'polic', 'solidarit', 'bagag', 'stress', 'ouvert', 'homm', 'arab', 'crep', 'appel', 'polic', 'emmen', 'refug', 'exterieur', 'plac', 'nuit', 'polic', 'grossier', 'valis', 'pied', 'faim', 'soif', 'allais', 'evanou', 'froid', 'voitur', 'arrete', 'allais', 'orgueil', 'extrem', 'epuis', 'allais', 'mour', 'cruel', 'mauv'];pleur chambr dorm ami mauv alcool peur emmen polic solidarit bagag stress ouvert homm arab crep appel polic emmen refug exterieur plac nuit polic grossier valis pied faim soif allais evanou froid voitur arrete allais orgueil extrem epuis allais mour cruel mauv;0
amabilite du personnel a revoir  ;0;0;0;0;0;;;['amabilit', 'revoir'];amabilit revoir;-1
inadmissible   je ne suis plus inscrite a pole emploi et n ai donc plus acces a mon profil candidat   il y a une semaine j ai fait une demande de documents en leur indiquant mon probleme  les documents ont ete envoye sur mon ancien profil  donc inaccessible    quand on est plus candidat on ne peut pas envoyer de mail  apres plusieurs tentatives par le meme formulaire  par une autre adresse email   ni par telephone car sans identifiant et mot de passe  on n a aucune chance d avoir quelqu un au telephone    je vais etre oblige de me deplacer a l agence alors que les horaires d ouverture sont les memes que celles de mon travail   donc pour resumer   je vais devoir prendre sur mon temps de travail pour recuperer une attestation que j aurais pu avoir par email ou par telephone si cela avait ete possible    c est une honte en bientot 2023 de ne pas avoir un contact facile avec eux sans etre candidat ;0;1;1;1;0;;;['inadmissibl', 'inscrit', 'profil', 'docu', 'docu', 'profil', 'inaccessibl', 'tentat', 'formulair', 'identifi', 'horair', 'ouvertur', 'cel', 'resum', 'recuper', 'attest', 'bientot', 'contact'];inadmissibl inscrit profil docu docu profil inaccessibl tentat formulair identifi horair ouvertur cel resum recuper attest bientot contact;-1
accueil poli et froid personne ne sachant pas me dire si le stage que je lui demandais se passait bien dans l etablissement ou il travaille   ni meme malgre mon identifiant savoir si j etais inscris a ce stage puisque je suis un peu nul sur ordi;1;1;0;0;0;;;['froid', 'etabl', 'identifi', 'inscris', 'ordi'];froid etabl identifi inscris ordi;-1
il est evident que ceux qui mettent plus d une etoile sont soit  des employes incompetent  soit des personnes n ayant jamais eu recours a leurs services  ;0;0;0;0;0;;;['mettent', 'incompetent', 'recour'];mettent incompetent recour;1
apres plusieurs mails aucune reponse c est incroyable  en passant par mon compte ou ma boite perso  rien ne change ;0;1;0;1;0;;;['repons', 'compt', 'perso'];repons compt perso;-1
personnel incompetant   4 jours pour avoir une reponse  apres plusieurs appels telephoniques de ma part    tout ca pour ce faire engueuler car on insiste pour avoir une reponse qui demande 2 min de communication  la cerise sur le gateau  les documents qui m avait demande n etait pas tous ce qu il fallait   du coup je dois renvoye tous les documents deja envoyes   les nouveaux documents reclames  cela va me faire perdre au moins 10 jours de traitement de ma demande a cause d un personnel incapable de faire sont travail  accueil telephonique deplorable   ils nous prennent de haut et on sent a l intonation de la voix que clairement  ils s en foutent royalement  mon dieu  administration francaise est un calvaire  mais la palme reviens a pole emploi   bien cordialement;0;0;1;0;0;;;['incompet', 'repons', 'appel', 'engueul', 'insist', 'repons', 'min', 'ceris', 'gateau', 'docu', 'renvoy', 'docu', 'docu', 'reclam', 'deplor', 'prennent', 'haut', 'inton', 'voix', 'foutent', 'royal', 'dieu', 'administr', 'francais', 'calvair', 'palm', 'revien'];incompet repons appel engueul insist repons min ceris gateau docu renvoy docu docu reclam deplor prennent haut inton voix foutent royal dieu administr francais calvair palm revien;-1
mon mari est demandeur d emploi  a quand meme un mi temps  il a tout les mois des problemes pour avoir son allocation  aujourd hui l agence est fermee alors que le site dit que c est ouvert  on est le 10 juin et toujours rien pour ses allocations  donc gros probleme pour payer le loyer  personne n est joignable  oblige de voir avec la banque  le respect des demandeurs d emploi est constamment bafoue sous pretexte qu ils n ont que des devoirs ;0;0;0;0;0;;;['mi', 'alloc', 'ferme', 'ouvert', 'juin', 'alloc', 'pai', 'joignabl', 'banqu', 'respect', 'const', 'bafou', 'pretext', 'devoir'];mi alloc ferme ouvert juin alloc pai joignabl banqu respect const bafou pretext devoir;0
bonne accueil et tres biens accompagnes;0;0;0;0;1;;;[];;0
bien des gens sympa;0;0;0;0;0;;;[];;0
boon;0;0;0;0;0;;;['boon'];boon;0
amabilite du personnel a revoir  ;0;0;0;0;0;;;['amabilit', 'revoir'];amabilit revoir;-1
inadmissible   je ne suis plus inscrite a pole emploi et n ai donc plus acces a mon profil candidat   il y a une semaine j ai fait une demande de documents en leur indiquant mon probleme  les documents ont ete envoye sur mon ancien profil  donc inaccessible    quand on est plus candidat on ne peut pas envoyer de mail  apres plusieurs tentatives par le meme formulaire  par une autre adresse email   ni par telephone car sans identifiant et mot de passe  on n a aucune chance d avoir quelqu un au telephone    je vais etre oblige de me deplacer a l agence alors que les horaires d ouverture sont les memes que celles de mon travail   donc pour resumer   je vais devoir prendre sur mon temps de travail pour recuperer une attestation que j aurais pu avoir par email ou par telephone si cela avait ete possible    c est une honte en bientot 2023 de ne pas avoir un contact facile avec eux sans etre candidat ;0;1;1;1;0;;;['inadmissibl', 'inscrit', 'profil', 'docu', 'docu', 'profil', 'inaccessibl', 'tentat', 'formulair', 'identifi', 'horair', 'ouvertur', 'cel', 'resum', 'recuper', 'attest', 'bientot', 'contact'];inadmissibl inscrit profil docu docu profil inaccessibl tentat formulair identifi horair ouvertur cel resum recuper attest bientot contact;-1
accueil poli et froid personne ne sachant pas me dire si le stage que je lui demandais se passait bien dans l etablissement ou il travaille   ni meme malgre mon identifiant savoir si j etais inscris a ce stage puisque je suis un peu nul sur ordi;0;1;0;0;0;;;['froid', 'etabl', 'identifi', 'inscris', 'ordi'];froid etabl identifi inscris ordi;-1
il est evident que ceux qui mettent plus d une etoile sont soit  des employes incompetent  soit des personnes n ayant jamais eu recours a leurs services  ;0;0;0;0;0;;;['mettent', 'incompetent', 'recour'];mettent incompetent recour;1
apres plusieurs mails aucune reponse c est incroyable  en passant par mon compte ou ma boite perso  rien ne change ;1;1;0;1;0;;;['repons', 'compt', 'perso'];repons compt perso;-1
personnel incompetant   4 jours pour avoir une reponse  apres plusieurs appels telephoniques de ma part    tout ca pour ce faire engueuler car on insiste pour avoir une reponse qui demande 2 min de communication  la cerise sur le gateau  les documents qui m avait demande n etait pas tous ce qu il fallait   du coup je dois renvoye tous les documents deja envoyes   les nouveaux documents reclames  cela va me faire perdre au moins 10 jours de traitement de ma demande a cause d un personnel incapable de faire sont travail  accueil telephonique deplorable   ils nous prennent de haut et on sent a l intonation de la voix que clairement  ils s en foutent royalement  mon dieu  administration francaise est un calvaire  mais la palme reviens a pole emploi   bien cordialement;0;0;1;0;0;;;['incompet', 'repons', 'appel', 'engueul', 'insist', 'repons', 'min', 'ceris', 'gateau', 'docu', 'renvoy', 'docu', 'docu', 'reclam', 'deplor', 'prennent', 'haut', 'inton', 'voix', 'foutent', 'royal', 'dieu', 'administr', 'francais', 'calvair', 'palm', 'revien'];incompet repons appel engueul insist repons min ceris gateau docu renvoy docu docu reclam deplor prennent haut inton voix foutent royal dieu administr francais calvair palm revien;-1
mon mari est demandeur d emploi  a quand meme un mi temps  il a tout les mois des problemes pour avoir son allocation  aujourd hui l agence est fermee alors que le site dit que c est ouvert  on est le 10 juin et toujours rien pour ses allocations  donc gros probleme pour payer le loyer  personne n est joignable  oblige de voir avec la banque  le respect des demandeurs d emploi est constamment bafoue sous pretexte qu ils n ont que des devoirs ;1;0;0;0;0;;;['mi', 'alloc', 'ferme', 'ouvert', 'juin', 'alloc', 'pai', 'joignabl', 'banqu', 'respect', 'const', 'bafou', 'pretext', 'devoir'];mi alloc ferme ouvert juin alloc pai joignabl banqu respect const bafou pretext devoir;0
